id,name,url,level,total_sub_category,parent_id,create_at,total_pages,total_products,cate_id
1,Điện Thoại - Máy Tính Bảng,https://tiki.vn/dien-thoai-may-tinh-bang/c1789?src=c.1789.hamburger_menu_fly_out_banner,1,5.0,,2020-10-03 03:04:21,,,1789
2,Điện Tử - Điện Lạnh,https://tiki.vn/tivi-thiet-bi-nghe-nhin/c4221?src=c.4221.hamburger_menu_fly_out_banner,1,11.0,,2020-10-03 03:04:21,,,4221
3,Phụ Kiện - Thiết Bị Số,https://tiki.vn/thiet-bi-kts-phu-kien-so/c1815?src=c.1815.hamburger_menu_fly_out_banner,1,6.0,,2020-10-03 03:04:21,,,1815
4,Laptop - Thiết bị IT,https://tiki.vn/laptop-may-vi-tinh/c1846?src=c.1846.hamburger_menu_fly_out_banner,1,6.0,,2020-10-03 03:04:21,,,1846
5,Máy Ảnh - Quay Phim,https://tiki.vn/may-anh/c1801?src=c.1801.hamburger_menu_fly_out_banner,1,10.0,,2020-10-03 03:04:21,,,1801
6,Điện Gia Dụng,https://tiki.vn/dien-gia-dung/c1882?src=c.1882.hamburger_menu_fly_out_banner,1,2.0,,2020-10-03 03:04:21,,,1882
7,Nhà Cửa Đời Sống,https://tiki.vn/nha-cua-doi-song/c1883?src=c.1883.hamburger_menu_fly_out_banner,1,21.0,,2020-10-03 03:04:21,,,1883
8,Hàng Tiêu Dùng - Thực Phẩm,https://tiki.vn/bach-hoa-online/c4384?src=c.4384.hamburger_menu_fly_out_banner,1,13.0,,2020-10-03 03:04:21,,,4384
9,"Đồ chơi, Mẹ & Bé",https://tiki.vn/me-va-be/c2549?src=c.2549.hamburger_menu_fly_out_banner,1,9.0,,2020-10-03 03:04:21,,,2549
10,Làm Đẹp - Sức Khỏe,https://tiki.vn/lam-dep-suc-khoe/c1520?src=c.1520.hamburger_menu_fly_out_banner,1,14.0,,2020-10-03 03:04:21,,,1520
11,Thời trang - Phụ kiện,https://tiki.vn/thoi-trang/c914?src=c.914.hamburger_menu_fly_out_banner,1,4.0,,2020-10-03 03:04:21,,,914
12,Thể Thao - Dã Ngoại,https://tiki.vn/the-thao/c1975?src=c.1975.hamburger_menu_fly_out_banner,1,15.0,,2020-10-03 03:04:21,,,1975
13,"Xe Máy, Ô tô, Xe Đạp",https://tiki.vn/o-to-xe-may-xe-dap/c8594?src=c.8594.hamburger_menu_fly_out_banner,1,6.0,,2020-10-03 03:04:21,,,8594
14,Hàng quốc tế,https://tiki.vn/hang-quoc-te/c17166?src=c.17166.hamburger_menu_fly_out_banner,1,16.0,,2020-10-03 03:04:21,,,17166
15,"Sách, VPP & Quà Tặng",https://tiki.vn/nha-sach-tiki/c8322?src=c.8322.hamburger_menu_fly_out_banner,1,4.0,,2020-10-03 03:04:21,,,8322
16,Voucher - Dịch Vụ - Thẻ Cào,https://tiki.vn/voucher-dich-vu/c11312?src=c.11312.hamburger_menu_fly_out_banner,1,10.0,,2020-10-03 03:04:21,,,11312
17,Máy tính bảng,https://tiki.vn/may-tinh-bang/c1794?src=c.1789.hamburger_menu_fly_out_banner,2,0.0,1.0,2020-10-03 03:04:23,1.0,35.0,1794
18,Máy đọc sách,https://tiki.vn/may-doc-sach/c28856?src=c.1789.hamburger_menu_fly_out_banner,2,0.0,1.0,2020-10-03 03:04:23,1.0,31.0,28856
19,Điện thoại Smartphone,https://tiki.vn/dien-thoai-smartphone/c1795?src=c.1789.hamburger_menu_fly_out_banner,2,0.0,1.0,2020-10-03 03:04:23,4.0,156.0,1795
20,Điện thoại bàn,https://tiki.vn/dien-thoai-ban/c8061?src=c.1789.hamburger_menu_fly_out_banner,2,0.0,1.0,2020-10-03 03:04:23,3.0,99.0,8061
21,Điện thoại phổ thông,https://tiki.vn/dien-thoai-pho-thong/c1796?src=c.1789.hamburger_menu_fly_out_banner,2,0.0,1.0,2020-10-03 03:04:23,3.0,97.0,1796
22,Máy giặt,https://tiki.vn/may-giat/c3862?src=c.4221.hamburger_menu_fly_out_banner,2,0.0,2.0,2020-10-03 03:04:45,16.0,753.0,3862
23,Máy lạnh - Máy điều hòa,https://tiki.vn/may-lanh-may-dieu-hoa/c3865?src=c.4221.hamburger_menu_fly_out_banner,2,0.0,2.0,2020-10-03 03:04:45,15.0,683.0,3865
24,Máy nước nóng,https://tiki.vn/may-nuoc-nong/c3866?src=c.4221.hamburger_menu_fly_out_banner,2,0.0,2.0,2020-10-03 03:04:45,8.0,339.0,3866
25,Máy rửa chén,https://tiki.vn/may-rua-chen/c3864?src=c.4221.hamburger_menu_fly_out_banner,2,0.0,2.0,2020-10-03 03:04:45,3.0,125.0,3864
26,Máy sấy quần áo,https://tiki.vn/may-say-quan-ao/c3863?src=c.4221.hamburger_menu_fly_out_banner,2,0.0,2.0,2020-10-03 03:04:45,1.0,48.0,3863
27,Phụ kiện điện lạnh,https://tiki.vn/phu-kien-dien-lanh/c8074?src=c.4221.hamburger_menu_fly_out_banner,2,4.0,2.0,2020-10-03 03:04:45,,,8074
28,Tivi,https://tiki.vn/tivi/c5015?src=c.4221.hamburger_menu_fly_out_banner,2,7.0,2.0,2020-10-03 03:04:45,,,5015
29,Tủ lạnh,https://tiki.vn/tu-lanh/c2328?src=c.4221.hamburger_menu_fly_out_banner,2,0.0,2.0,2020-10-03 03:04:45,21.0,1003.0,2328
30,Tủ đông - Tủ mát,https://tiki.vn/tu-dong-tu-mat/c3868?src=c.4221.hamburger_menu_fly_out_banner,2,0.0,2.0,2020-10-03 03:04:45,12.0,568.0,3868
31,Tủ ướp rượu,https://tiki.vn/tu-uop-ruou/c3869?src=c.4221.hamburger_menu_fly_out_banner,2,0.0,2.0,2020-10-03 03:04:45,1.0,35.0,3869
32,Âm thanh & Phụ kiện Tivi,https://tiki.vn/am-thanh-phu-kien-tivi/c26568?src=c.4221.hamburger_menu_fly_out_banner,2,11.0,2.0,2020-10-03 03:04:45,,,26568
33,"Phụ kiện, linh kiện máy giặt",https://tiki.vn/phu-kien-linh-kien-may-giat/c28890?src=c.4221.hamburger_menu_fly_out_banner,3,0.0,27.0,2020-10-03 03:05:10,1.0,16.0,28890
34,"Phụ kiện, linh kiện máy lạnh",https://tiki.vn/phu-kien-linh-kien-may-lanh/c28886?src=c.4221.hamburger_menu_fly_out_banner,3,0.0,27.0,2020-10-03 03:05:10,4.0,180.0,28886
35,"Phụ kiện, linh kiện tủ lạnh",https://tiki.vn/phu-kien-linh-kien-tu-lanh/c28884?src=c.4221.hamburger_menu_fly_out_banner,3,0.0,27.0,2020-10-03 03:05:10,1.0,9.0,28884
36,"Phụ kiện, linh kiện điện lạnh khác",https://tiki.vn/phu-kien-linh-kien-dien-lanh-khac/c28892?src=c.4221.hamburger_menu_fly_out_banner,3,0.0,27.0,2020-10-03 03:05:10,2.0,81.0,28892
37,Internet Tivi,https://tiki.vn/internet-tivi/c11524?src=c.4221.hamburger_menu_fly_out_banner,3,0.0,28.0,2020-10-03 03:05:31,1.0,10.0,11524
38,Smart Tivi - Android Tivi,https://tiki.vn/smart-tivi-android-tivi/c4239?src=c.4221.hamburger_menu_fly_out_banner,3,0.0,28.0,2020-10-03 03:05:31,9.0,416.0,4239
39,Tivi 4K,https://tiki.vn/tivi-4k/c6280?src=c.4221.hamburger_menu_fly_out_banner,3,0.0,28.0,2020-10-03 03:05:31,6.0,264.0,6280
40,Tivi OLED,https://tiki.vn/tivi-oled/c7603?src=c.4221.hamburger_menu_fly_out_banner,3,0.0,28.0,2020-10-03 03:05:31,1.0,28.0,7603
41,Tivi QLED,https://tiki.vn/tivi-qled/c8950?src=c.4221.hamburger_menu_fly_out_banner,3,0.0,28.0,2020-10-03 03:05:31,2.0,61.0,8950
42,Tivi cao cấp,https://tiki.vn/tivi-cao-cap/c12900?src=c.4221.hamburger_menu_fly_out_banner,3,0.0,28.0,2020-10-03 03:05:31,2.0,57.0,12900
43,Tivi thường (LED),https://tiki.vn/tivi-thuong-led/c4236?src=c.4221.hamburger_menu_fly_out_banner,3,0.0,28.0,2020-10-03 03:05:31,1.0,42.0,4236
44,"Android TV Box, Smart Box",https://tiki.vn/android-tv-box-smart-box/c7074?src=c.4221.hamburger_menu_fly_out_banner,3,0.0,32.0,2020-10-03 03:06:12,5.0,218.0,7074
45,Bộ giải mã âm thanh DAC,https://tiki.vn/bo-giai-ma-am-thanh-dac/c28872?src=c.4221.hamburger_menu_fly_out_banner,3,0.0,32.0,2020-10-03 03:06:12,1.0,6.0,28872
46,Dàn âm thanh,https://tiki.vn/dan-am-thanh/c4966?src=c.4221.hamburger_menu_fly_out_banner,3,2.0,32.0,2020-10-03 03:06:12,,,4966
47,Loa,https://tiki.vn/loa/c7075?src=c.4221.hamburger_menu_fly_out_banner,3,7.0,32.0,2020-10-03 03:06:12,,,7075
48,Micro Karaoke - sân khấu,https://tiki.vn/micro-karaoke-san-khau/c26652?src=c.4221.hamburger_menu_fly_out_banner,3,0.0,32.0,2020-10-03 03:06:12,8.0,351.0,26652
49,Máy radio cassette,https://tiki.vn/may-radio-cassette/c7078?src=c.4221.hamburger_menu_fly_out_banner,3,0.0,32.0,2020-10-03 03:06:12,2.0,51.0,7078
50,Phụ kiện Tivi,https://tiki.vn/phu-kien-tivi/c7082?src=c.4221.hamburger_menu_fly_out_banner,3,6.0,32.0,2020-10-03 03:06:12,,,7082
51,Phụ kiện âm thanh,https://tiki.vn/phu-kien-am-thanh/c8068?src=c.4221.hamburger_menu_fly_out_banner,3,2.0,32.0,2020-10-03 03:06:12,,,8068
52,"Receivers, Amplifier, Mixer",https://tiki.vn/receivers-amplifier-mixer/c7079?src=c.4221.hamburger_menu_fly_out_banner,3,0.0,32.0,2020-10-03 03:06:12,8.0,387.0,7079
53,Thiết bị phát Streaming,https://tiki.vn/thiet-bi-phat-streaming/c28858?src=c.4221.hamburger_menu_fly_out_banner,3,0.0,32.0,2020-10-03 03:06:12,1.0,5.0,28858
54,"Đầu CD, DVD, karaoke, Blu-ray",https://tiki.vn/dau-cd-dvd-karaoke-blu-ray/c7077?src=c.4221.hamburger_menu_fly_out_banner,3,3.0,32.0,2020-10-03 03:06:12,,,7077
55,Dàn Karaoke,https://tiki.vn/dan-karaoke/c28870?src=c.4221.hamburger_menu_fly_out_banner,4,0.0,46.0,2020-10-03 03:06:23,2.0,68.0,28870
56,Dàn âm thanh giải trí tại gia,https://tiki.vn/dan-am-thanh-giai-tri-tai-gia/c28868?src=c.4221.hamburger_menu_fly_out_banner,4,0.0,46.0,2020-10-03 03:06:23,1.0,24.0,28868
57,Loa Bookshelf,https://tiki.vn/loa-bookshelf/c11518?src=c.4221.hamburger_menu_fly_out_banner,4,0.0,47.0,2020-10-03 03:06:34,1.0,40.0,11518
58,"Loa Sub, siêu trầm",https://tiki.vn/loa-sub-sieu-tram/c28860?src=c.4221.hamburger_menu_fly_out_banner,4,0.0,47.0,2020-10-03 03:06:34,2.0,59.0,28860
59,Loa karaoke,https://tiki.vn/loa-karaoke/c11516?src=c.4221.hamburger_menu_fly_out_banner,4,0.0,47.0,2020-10-03 03:06:34,9.0,385.0,11516
60,"Loa sân khấu, ngoài trời",https://tiki.vn/loa-san-khau-ngoai-troi/c28862?src=c.4221.hamburger_menu_fly_out_banner,4,0.0,47.0,2020-10-03 03:06:34,1.0,16.0,28862
61,"Loa thanh, Soundbar",https://tiki.vn/loa-thanh-soundbar/c8067?src=c.4221.hamburger_menu_fly_out_banner,4,0.0,47.0,2020-10-03 03:06:34,3.0,101.0,8067
62,"Loa thùng, loa vệ tinh",https://tiki.vn/loa-thung-loa-ve-tinh/c8064?src=c.4221.hamburger_menu_fly_out_banner,4,0.0,47.0,2020-10-03 03:06:34,2.0,58.0,8064
63,Loa âm trần - âm tường,https://tiki.vn/loa-am-tran-am-tuong/c28866?src=c.4221.hamburger_menu_fly_out_banner,4,0.0,47.0,2020-10-03 03:06:34,1.0,7.0,28866
64,Anten Tivi,https://tiki.vn/anten-tivi/c26642?src=c.4221.hamburger_menu_fly_out_banner,4,0.0,50.0,2020-10-03 03:07:07,1.0,13.0,26642
65,Cáp Tivi,https://tiki.vn/cap-tivi/c26638?src=c.4221.hamburger_menu_fly_out_banner,4,0.0,50.0,2020-10-03 03:07:07,2.0,55.0,26638
66,Giá treo Tivi,https://tiki.vn/gia-treo-tivi/c7084?src=c.4221.hamburger_menu_fly_out_banner,4,0.0,50.0,2020-10-03 03:07:07,4.0,183.0,7084
67,Kính 3D,https://tiki.vn/kinh-3d/c28882?src=c.4221.hamburger_menu_fly_out_banner,4,0.0,50.0,2020-10-03 03:07:07,1.0,1.0,28882
68,Điều khiển từ xa Tivi,https://tiki.vn/dieu-khien-tu-xa-tivi/c7083?src=c.4221.hamburger_menu_fly_out_banner,4,0.0,50.0,2020-10-03 03:07:07,5.0,221.0,7083
69,Đầu thu kỹ thuật số,https://tiki.vn/dau-thu-ky-thuat-so/c26640?src=c.4221.hamburger_menu_fly_out_banner,4,0.0,50.0,2020-10-03 03:07:07,1.0,13.0,26640
70,Giá treo loa,https://tiki.vn/gia-treo-loa/c8070?src=c.4221.hamburger_menu_fly_out_banner,4,0.0,51.0,2020-10-03 03:07:27,2.0,56.0,8070
71,Phụ kiện âm thanh khác,https://tiki.vn/phu-kien-am-thanh-khac/c8073?src=c.4221.hamburger_menu_fly_out_banner,4,0.0,51.0,2020-10-03 03:07:27,4.0,151.0,8073
72,Đầu ghi phát CD,https://tiki.vn/dau-ghi-phat-cd/c28874?src=c.4221.hamburger_menu_fly_out_banner,4,0.0,54.0,2020-10-03 03:07:39,1.0,1.0,28874
73,"Đầu ghi phát DVD, Blu-ray",https://tiki.vn/dau-ghi-phat-dvd-blu-ray/c28876?src=c.4221.hamburger_menu_fly_out_banner,4,0.0,54.0,2020-10-03 03:07:39,1.0,9.0,28876
74,Đầu phát karaoke,https://tiki.vn/dau-phat-karaoke/c28878?src=c.4221.hamburger_menu_fly_out_banner,4,0.0,54.0,2020-10-03 03:07:39,1.0,27.0,28878
75,Phụ Kiện Điện Thoại và Máy Tính Bảng,https://tiki.vn/phu-kien-dien-thoai-va-may-tinh-bang/c8214?src=c.1815.hamburger_menu_fly_out_banner,2,18.0,3.0,2020-10-03 03:07:53,,,8214
76,Phụ kiện máy tính và Laptop,https://tiki.vn/phu-kien-may-tinh-va-laptop/c28670?src=c.1815.hamburger_menu_fly_out_banner,2,10.0,3.0,2020-10-03 03:07:53,,,28670
77,Thiết Bị Chơi Game và Phụ Kiện,https://tiki.vn/thiet-bi-choi-game-va-phu-kien/c2667?src=c.1815.hamburger_menu_fly_out_banner,2,5.0,3.0,2020-10-03 03:07:53,,,2667
78,Thiết Bị Thông Minh và Linh Kiện Điện Tử,https://tiki.vn/thiet-bi-thong-minh-va-linh-kien-dien-tu/c28432?src=c.1815.hamburger_menu_fly_out_banner,2,2.0,3.0,2020-10-03 03:07:53,,,28432
79,Thiết Bị Âm Thanh và Phụ Kiện,https://tiki.vn/thiet-bi-am-thanh-va-phu-kien/c8215?src=c.1815.hamburger_menu_fly_out_banner,2,7.0,3.0,2020-10-03 03:07:53,,,8215
80,Thiết Bị Đeo Thông Minh và Phụ Kiện,https://tiki.vn/thiet-bi-deo-thong-minh-va-phu-kien/c8039?src=c.1815.hamburger_menu_fly_out_banner,2,5.0,3.0,2020-10-03 03:07:53,,,8039
81,Adapter - Củ Sạc,https://tiki.vn/adapter-cu-sac/c3803?src=c.1815.hamburger_menu_fly_out_banner,3,4.0,75.0,2020-10-03 03:07:57,,,3803
82,Bao Da - Ốp Lưng,https://tiki.vn/bao-da-op-lung/c1822?src=c.1815.hamburger_menu_fly_out_banner,3,13.0,75.0,2020-10-03 03:07:57,,,1822
83,Bàn Phím Rời - Bút Cảm Ứng,https://tiki.vn/ban-phim-roi-but-cam-ung/c20238?src=c.1815.hamburger_menu_fly_out_banner,3,2.0,75.0,2020-10-03 03:07:57,,,20238
84,Dây Sạc - Dây Cáp,https://tiki.vn/day-sac-day-cap/c1823?src=c.1815.hamburger_menu_fly_out_banner,3,5.0,75.0,2020-10-03 03:07:57,,,1823
85,Dây Đeo và Phụ Kiện Trang Trí,https://tiki.vn/day-deo-va-phu-kien-trang-tri/c20222?src=c.1815.hamburger_menu_fly_out_banner,3,0.0,75.0,2020-10-03 03:07:57,3.0,100.0,20222
86,Dụng Cụ Sửa Chữa và Vệ Sinh,https://tiki.vn/dung-cu-sua-chua-va-ve-sinh/c20242?src=c.1815.hamburger_menu_fly_out_banner,3,2.0,75.0,2020-10-03 03:07:57,,,20242
87,Giá Đỡ - Chân Đế - Móc Dán,https://tiki.vn/gia-do-chan-de-moc-dan/c20220?src=c.1815.hamburger_menu_fly_out_banner,3,3.0,75.0,2020-10-03 03:07:57,,,20220
88,Hộp Đựng - Túi Đựng Phụ Kiện,https://tiki.vn/hop-dung-tui-dung-phu-kien/c20244?src=c.1815.hamburger_menu_fly_out_banner,3,0.0,75.0,2020-10-03 03:07:57,21.0,1003.0,20244
89,Linh Kiện Thay Thế,https://tiki.vn/linh-kien-thay-the/c20234?src=c.1815.hamburger_menu_fly_out_banner,3,4.0,75.0,2020-10-03 03:07:57,,,20234
90,Miếng Dán Màn Hình,https://tiki.vn/mieng-dan-man-hinh/c1824?src=c.1815.hamburger_menu_fly_out_banner,3,2.0,75.0,2020-10-03 03:07:57,,,1824
91,Phụ Kiện Chơi Game,https://tiki.vn/phu-kien-choi-game/c28624?src=c.1815.hamburger_menu_fly_out_banner,3,3.0,75.0,2020-10-03 03:07:57,,,28624
92,Phụ Kiện Chụp Hình,https://tiki.vn/phu-kien-chup-hinh/c28620?src=c.1815.hamburger_menu_fly_out_banner,3,3.0,75.0,2020-10-03 03:07:57,,,28620
93,Phụ Kiện Di Động Khác,https://tiki.vn/phu-kien-di-dong-khac/c1819?src=c.1815.hamburger_menu_fly_out_banner,3,0.0,75.0,2020-10-03 03:07:57,9.0,394.0,1819
94,Pin Sạc Dự Phòng,https://tiki.vn/pin-sac-du-phong/c1821?src=c.1815.hamburger_menu_fly_out_banner,3,2.0,75.0,2020-10-03 03:07:57,,,1821
95,SIM Điện Thoại,https://tiki.vn/sim-dien-thoai/c10691?src=c.1815.hamburger_menu_fly_out_banner,3,2.0,75.0,2020-10-03 03:07:57,,,10691
96,Thẻ Nhớ và Bộ Nhớ Mở Rộng,https://tiki.vn/the-nho-va-bo-nho-mo-rong/c28448?src=c.1815.hamburger_menu_fly_out_banner,3,2.0,75.0,2020-10-03 03:07:57,,,28448
97,Túi Bảo Vệ - Túi Chống Nước,https://tiki.vn/tui-bao-ve-tui-chong-nuoc/c20236?src=c.1815.hamburger_menu_fly_out_banner,3,0.0,75.0,2020-10-03 03:07:57,3.0,109.0,20236
98,Vòng Đeo - Đai Đeo,https://tiki.vn/vong-deo-dai-deo/c20240?src=c.1815.hamburger_menu_fly_out_banner,3,0.0,75.0,2020-10-03 03:07:57,1.0,10.0,20240
99,Adapter Sạc - Củ Sạc Thường,https://tiki.vn/adapter-sac-cu-sac-thuong/c12908?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,81.0,2020-10-03 03:07:59,21.0,1000.0,12908
100,Adapter Sạc - Củ Sạc Xe Hơi,https://tiki.vn/adapter-sac-cu-sac-xe-hoi/c12918?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,81.0,2020-10-03 03:07:59,6.0,276.0,12918
101,Bộ Adapter Sạc Kèm Cáp Sạc,https://tiki.vn/bo-adapter-sac-kem-cap-sac/c28460?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,81.0,2020-10-03 03:07:59,7.0,335.0,28460
102,Đế Sạc Không Dây,https://tiki.vn/de-sac-khong-day/c12928?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,81.0,2020-10-03 03:07:59,7.0,297.0,12928
103,Bao Da - Ốp Lưng Máy Tính Bảng Khác,https://tiki.vn/bao-da-op-lung-may-tinh-bang-khac/c28598?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,82.0,2020-10-03 03:08:14,21.0,1003.0,28598
104,Bao Da - Ốp Lưng iPad,https://tiki.vn/bao-da-op-lung-ipad/c28596?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,82.0,2020-10-03 03:08:14,20.0,932.0,28596
105,Bao Da - Ốp Lưng Điện Thoại Asus,https://tiki.vn/bao-da-op-lung-dien-thoai-asus/c28582?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,82.0,2020-10-03 03:08:14,21.0,1000.0,28582
106,Bao Da - Ốp Lưng Điện Thoại Honor,https://tiki.vn/bao-da-op-lung-dien-thoai-honor/c28590?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,82.0,2020-10-03 03:08:14,21.0,1000.0,28590
107,Bao Da - Ốp Lưng Điện Thoại Huawei,https://tiki.vn/bao-da-op-lung-dien-thoai-huawei/c28584?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,82.0,2020-10-03 03:08:14,21.0,1000.0,28584
108,Bao Da - Ốp Lưng Điện Thoại Khác,https://tiki.vn/bao-da-op-lung-dien-thoai-khac/c28594?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,82.0,2020-10-03 03:08:14,21.0,1003.0,28594
109,Bao Da - Ốp Lưng Điện Thoại Nokia,https://tiki.vn/bao-da-op-lung-dien-thoai-nokia/c28586?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,82.0,2020-10-03 03:08:14,21.0,1000.0,28586
110,Bao Da - Ốp Lưng Điện Thoại Oppo,https://tiki.vn/bao-da-op-lung-dien-thoai-oppo/c28580?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,82.0,2020-10-03 03:08:14,21.0,1000.0,28580
111,Bao Da - Ốp Lưng Điện Thoại Samsung,https://tiki.vn/bao-da-op-lung-dien-thoai-samsung/c28576?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,82.0,2020-10-03 03:08:14,21.0,1000.0,28576
112,Bao Da - Ốp Lưng Điện Thoại Sony,https://tiki.vn/bao-da-op-lung-dien-thoai-sony/c28592?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,82.0,2020-10-03 03:08:14,21.0,1000.0,28592
113,Bao Da - Ốp Lưng Điện Thoại Vivo,https://tiki.vn/bao-da-op-lung-dien-thoai-vivo/c28588?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,82.0,2020-10-03 03:08:14,21.0,1000.0,28588
114,Bao Da - Ốp Lưng Điện Thoại Xiaomi,https://tiki.vn/bao-da-op-lung-dien-thoai-xiaomi/c28578?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,82.0,2020-10-03 03:08:14,21.0,1000.0,28578
115,Bao Da - Ốp Lưng Điện Thoại iPhone,https://tiki.vn/bao-da-op-lung-dien-thoai-iphone/c28574?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,82.0,2020-10-03 03:08:14,21.0,1004.0,28574
116,Bàn Phím Rời - Ốp Tích Hợp Bàn Phím,https://tiki.vn/ban-phim-roi-op-tich-hop-ban-phim/c28618?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,83.0,2020-10-03 03:08:56,3.0,133.0,28618
117,Bút Cảm Ứng,https://tiki.vn/but-cam-ung/c28616?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,83.0,2020-10-03 03:08:56,1.0,45.0,28616
118,Các Loại Cáp Khác,https://tiki.vn/cac-loai-cap-khac/c3805?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,84.0,2020-10-03 03:09:05,13.0,610.0,3805
119,Dây Cáp Sạc Micro USB,https://tiki.vn/day-cap-sac-micro-usb/c5007?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,84.0,2020-10-03 03:09:05,16.0,737.0,5007
120,Dây Cáp Sạc USB Type-C,https://tiki.vn/day-cap-sac-usb-type-c/c12294?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,84.0,2020-10-03 03:09:05,16.0,741.0,12294
121,"Dây Cáp Sạc iPhone, iPad",https://tiki.vn/day-cap-sac-iphone-ipad/c5006?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,84.0,2020-10-03 03:09:05,21.0,1004.0,5006
122,Dây Cáp Sạc Đa Năng,https://tiki.vn/day-cap-sac-da-nang/c28458?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,84.0,2020-10-03 03:09:05,12.0,568.0,28458
123,Dụng Cụ Sửa Chữa,https://tiki.vn/dung-cu-sua-chua/c28472?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,86.0,2020-10-03 03:09:28,2.0,55.0,28472
124,Dụng Cụ Vệ Sinh,https://tiki.vn/dung-cu-ve-sinh/c28470?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,86.0,2020-10-03 03:09:28,1.0,6.0,28470
125,"Giá Đỡ - Chân Đế Gắn Ô Tô, Xe Máy",https://tiki.vn/gia-do-chan-de-gan-o-to-xe-may/c28482?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,87.0,2020-10-03 03:09:39,8.0,368.0,28482
126,Giá Đỡ - Chân Đế Thường,https://tiki.vn/gia-do-chan-de-thuong/c28480?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,87.0,2020-10-03 03:09:39,16.0,752.0,28480
127,Móc Dán Đỡ Điện Thoại,https://tiki.vn/moc-dan-do-dien-thoai/c28478?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,87.0,2020-10-03 03:09:39,9.0,403.0,28478
128,Linh Kiện Thay Thế Khác,https://tiki.vn/linh-kien-thay-the-khac/c28468?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,89.0,2020-10-03 03:09:53,1.0,43.0,28468
129,Màn Hình Thay Thế,https://tiki.vn/man-hinh-thay-the/c28462?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,89.0,2020-10-03 03:09:53,4.0,150.0,28462
130,Pin Thay Thế,https://tiki.vn/pin-thay-the/c28464?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,89.0,2020-10-03 03:09:53,21.0,1000.0,28464
131,Vỏ - Case Thay Thế,https://tiki.vn/vo-case-thay-the/c28466?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,89.0,2020-10-03 03:09:53,3.0,102.0,28466
132,Miếng Dán Màn Hình Điện Thoại,https://tiki.vn/mieng-dan-man-hinh-dien-thoai/c28484?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,90.0,2020-10-03 03:10:08,21.0,1000.0,28484
133,Miếng Dán Thiết Bị Di Động Khác,https://tiki.vn/mieng-dan-thiet-bi-di-dong-khac/c28486?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,90.0,2020-10-03 03:10:08,21.0,1000.0,28486
134,Nút Bấm Chơi Game Điện Thoại,https://tiki.vn/nut-bam-choi-game-dien-thoai/c28626?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,91.0,2020-10-03 03:10:17,2.0,58.0,28626
135,Phụ Kiện Chơi Game Điện Thoại Khác,https://tiki.vn/phu-kien-choi-game-dien-thoai-khac/c28630?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,91.0,2020-10-03 03:10:17,1.0,8.0,28630
136,Tay Cầm Chơi Game Điện Thoại,https://tiki.vn/tay-cam-choi-game-dien-thoai/c28628?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,91.0,2020-10-03 03:10:17,2.0,60.0,28628
137,Gậy Tự Sướng - Selfie,https://tiki.vn/gay-tu-suong-selfie/c2659?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,92.0,2020-10-03 03:10:26,5.0,210.0,2659
138,Lens Cho Điện Thoại,https://tiki.vn/lens-cho-dien-thoai/c20212?src=c.1815.hamburger_menu_fly_out_banner,4,0.0,92.0,2020-10-03 03:10:26,1.0,23.0,20212
