id,name,url,level,total_sub_category,parent_id,create_at,total_pages,total_products,cate_id
1512,Giá úp bình sữa/Khay,https://tiki.vn/gia-up-binh-sua-khay/c10432?src=c.2549.hamburger_menu_fly_out_banner,5,0.0,1498.0,2020-10-03 05:54:21,2.0,55.0,10432
1513,Hộp chia sữa,https://tiki.vn/hop-chia-sua/c2563?src=c.2549.hamburger_menu_fly_out_banner,5,0.0,1498.0,2020-10-03 05:54:21,1.0,33.0,2563
1514,Hộp đựng phụ kiện bình,https://tiki.vn/hop-dung-phu-kien-binh/c10434?src=c.2549.hamburger_menu_fly_out_banner,5,0.0,1498.0,2020-10-03 05:54:21,1.0,5.0,10434
1515,Kẹp gắp bình sữa,https://tiki.vn/kep-gap-binh-sua/c10433?src=c.2549.hamburger_menu_fly_out_banner,5,0.0,1498.0,2020-10-03 05:54:21,1.0,3.0,10433
1516,Miếng lót chống nóng (tay cầm bình sữa),https://tiki.vn/mieng-lot-chong-nong-tay-cam-binh-sua/c10435?src=c.2549.hamburger_menu_fly_out_banner,5,0.0,1498.0,2020-10-03 05:54:21,1.0,3.0,10435
1517,Que khuấy sữa,https://tiki.vn/que-khuay-sua/c10436?src=c.2549.hamburger_menu_fly_out_banner,5,0.0,1498.0,2020-10-03 05:54:21,1.0,1.0,10436
1518,Túi giữ nhiệt (bình sữa/bình nước),https://tiki.vn/tui-giu-nhiet/c2562?src=c.2549.hamburger_menu_fly_out_banner,5,0.0,1498.0,2020-10-03 05:54:21,1.0,33.0,2562
1519,"Ghế ngồi ôtô, xe máy",https://tiki.vn/do-dung-tren-o-to/c2595?src=c.2549.hamburger_menu_fly_out_banner,4,2.0,1423.0,2020-10-03 05:54:49,,,2595
1520,Xe tập đi,https://tiki.vn/xe-tap-di/c6579?src=c.2549.hamburger_menu_fly_out_banner,4,0.0,1423.0,2020-10-03 05:54:49,4.0,162.0,6579
1521,Xe đẩy,https://tiki.vn/xe-day/c2594?src=c.2549.hamburger_menu_fly_out_banner,4,5.0,1423.0,2020-10-03 05:54:49,,,2594
1522,"Địu, Đai an toàn",https://tiki.vn/diu/c2596?src=c.2549.hamburger_menu_fly_out_banner,4,4.0,1423.0,2020-10-03 05:54:49,,,2596
1523,Ghế ngồi ôtô,https://tiki.vn/ghe-ngoi-oto/c10504?src=c.2549.hamburger_menu_fly_out_banner,5,0.0,1519.0,2020-10-03 05:54:51,2.0,83.0,10504
1524,Ghế đi xe máy,https://tiki.vn/ghe-di-xe-may/c10505?src=c.2549.hamburger_menu_fly_out_banner,5,0.0,1519.0,2020-10-03 05:54:51,1.0,18.0,10505
1525,Bộ xe đẩy và ghế ngồi ôtô,https://tiki.vn/bo-xe-day-va-ghe-ngoi-oto/c10498?src=c.2549.hamburger_menu_fly_out_banner,5,0.0,1521.0,2020-10-03 05:55:04,1.0,12.0,10498
1526,Phụ kiện khác,https://tiki.vn/phu-kien-khac/c10499?src=c.2549.hamburger_menu_fly_out_banner,5,0.0,1521.0,2020-10-03 05:55:04,1.0,9.0,10499
1527,Xe đẩy du lịch,https://tiki.vn/xe-day-du-lich/c10497?src=c.2549.hamburger_menu_fly_out_banner,5,0.0,1521.0,2020-10-03 05:55:04,2.0,78.0,10497
1528,Xe đẩy đôi,https://tiki.vn/xe-day-doi/c10496?src=c.2549.hamburger_menu_fly_out_banner,5,0.0,1521.0,2020-10-03 05:55:04,1.0,14.0,10496
1529,Xe đẩy đơn,https://tiki.vn/xe-day-don/c10495?src=c.2549.hamburger_menu_fly_out_banner,5,0.0,1521.0,2020-10-03 05:55:04,7.0,297.0,10495
1530,Dây chống đi lạc,https://tiki.vn/day-chong-di-lac/c10503?src=c.2549.hamburger_menu_fly_out_banner,5,0.0,1522.0,2020-10-03 05:55:21,1.0,20.0,10503
1531,Đai tập đi,https://tiki.vn/dai-tap-di/c10502?src=c.2549.hamburger_menu_fly_out_banner,5,0.0,1522.0,2020-10-03 05:55:21,1.0,4.0,10502
1532,Đai đi xe máy,https://tiki.vn/dai-di-xe-may/c10501?src=c.2549.hamburger_menu_fly_out_banner,5,0.0,1522.0,2020-10-03 05:55:21,1.0,28.0,10501
1533,Địu,https://tiki.vn/diu/c10500?src=c.2549.hamburger_menu_fly_out_banner,5,0.0,1522.0,2020-10-03 05:55:21,2.0,92.0,10500
1534,Bộ sản phẩm làm đẹp,https://tiki.vn/bo-san-pham-lam-dep/c8161?src=c.1520.hamburger_menu_fly_out_banner,2,4.0,10.0,2020-10-03 05:55:35,,,8161
1535,Chăm sóc cá nhân,https://tiki.vn/cham-soc-ca-nhan/c1594?src=c.1520.hamburger_menu_fly_out_banner,2,8.0,10.0,2020-10-03 05:55:35,,,1594
1536,Chăm sóc cơ thể,https://tiki.vn/cham-soc-co-the/c1592?src=c.1520.hamburger_menu_fly_out_banner,2,14.0,10.0,2020-10-03 05:55:35,,,1592
1537,Chăm sóc da mặt,https://tiki.vn/cham-soc-da-mat/c1582?src=c.1520.hamburger_menu_fly_out_banner,2,16.0,10.0,2020-10-03 05:55:35,,,1582
1538,Chăm sóc tóc và da đầu,https://tiki.vn/cham-soc-toc-da-dau/c1591?src=c.1520.hamburger_menu_fly_out_banner,2,8.0,10.0,2020-10-03 05:55:35,,,1591
1539,Dược mỹ phẩm,https://tiki.vn/duoc-my-pham/c5874?src=c.1520.hamburger_menu_fly_out_banner,2,12.0,10.0,2020-10-03 05:55:35,,,5874
1540,Hỗ trợ tình dục,https://tiki.vn/ho-tro-tinh-duc/c8142?src=c.1520.hamburger_menu_fly_out_banner,2,3.0,10.0,2020-10-03 05:55:35,,,8142
1541,Nước hoa,https://tiki.vn/nuoc-hoa/c1595?src=c.1520.hamburger_menu_fly_out_banner,2,2.0,10.0,2020-10-03 05:55:35,,,1595
1542,Sản phẩm thiên nhiên,https://tiki.vn/san-pham-thien-nhien-handmade/c5873?src=c.1520.hamburger_menu_fly_out_banner,2,4.0,10.0,2020-10-03 05:55:35,,,5873
1543,Thiết bị chăm sóc sức khỏe,https://tiki.vn/thiet-bi-cham-soc-suc-khoe/c2307?src=c.1520.hamburger_menu_fly_out_banner,2,11.0,10.0,2020-10-03 05:55:35,,,2307
1544,Thiết bị làm đẹp,https://tiki.vn/thiet-bi-lam-dep/c2306?src=c.1520.hamburger_menu_fly_out_banner,2,6.0,10.0,2020-10-03 05:55:35,,,2306
1545,Thực phẩm chức năng,https://tiki.vn/thuc-pham-chuc-nang/c2322?src=c.1520.hamburger_menu_fly_out_banner,2,4.0,10.0,2020-10-03 05:55:35,,,2322
1546,Tinh dầu spa,https://tiki.vn/tinh-dau-spa/c11348?src=c.1520.hamburger_menu_fly_out_banner,2,2.0,10.0,2020-10-03 05:55:35,,,11348
1547,Trang điểm,https://tiki.vn/trang-diem/c1584?src=c.1520.hamburger_menu_fly_out_banner,2,7.0,10.0,2020-10-03 05:55:35,,,1584
1548,Bộ chăm sóc cơ thể,https://tiki.vn/bo-cham-soc-co-the/c8226?src=c.1520.hamburger_menu_fly_out_banner,3,0.0,1534.0,2020-10-03 05:55:37,2.0,71.0,8226
1549,Bộ chăm sóc da mặt,https://tiki.vn/bo-cham-soc-da-mat/c8227?src=c.1520.hamburger_menu_fly_out_banner,3,0.0,1534.0,2020-10-03 05:55:37,6.0,261.0,8227
1550,Bộ chăm sóc tóc và da đầu,https://tiki.vn/bo-cham-soc-toc-va-da-dau/c8229?src=c.1520.hamburger_menu_fly_out_banner,3,0.0,1534.0,2020-10-03 05:55:37,1.0,17.0,8229
1551,Bộ trang điểm,https://tiki.vn/bo-trang-diem/c8228?src=c.1520.hamburger_menu_fly_out_banner,3,0.0,1534.0,2020-10-03 05:55:37,2.0,91.0,8228
1552,Băng keo cá nhân,https://tiki.vn/bang-keo-ca-nhan/c1633?src=c.1520.hamburger_menu_fly_out_banner,3,0.0,1535.0,2020-10-03 05:55:52,2.0,54.0,1633
1553,Chăm sóc mắt,https://tiki.vn/cham-soc-mat/c2162?src=c.1520.hamburger_menu_fly_out_banner,3,1.0,1535.0,2020-10-03 05:55:52,,,2162
1554,Chăm sóc răng miệng,https://tiki.vn/cham-soc-rang-mieng/c1625?src=c.1520.hamburger_menu_fly_out_banner,3,6.0,1535.0,2020-10-03 05:55:52,,,1625
1555,Dung dịch vệ sinh nam nữ,https://tiki.vn/dung-dich-ve-sinh-nam-nu/c1752?src=c.1520.hamburger_menu_fly_out_banner,3,0.0,1535.0,2020-10-03 05:55:52,7.0,329.0,1752
1556,Dụng cụ cạo râu,https://tiki.vn/dung-cu-cao-rau/c1634?src=c.1520.hamburger_menu_fly_out_banner,3,4.0,1535.0,2020-10-03 05:55:52,,,1634
1557,Sản phẩm chăm sóc cá nhân,https://tiki.vn/san-pham-cham-soc-ca-nhan/c8176?src=c.1520.hamburger_menu_fly_out_banner,3,3.0,1535.0,2020-10-03 05:55:52,,,8176
1558,Sản phẩm chăm sóc cá nhân khác,https://tiki.vn/san-pham-cham-soc-ca-nhan-khac/c17186?src=c.1520.hamburger_menu_fly_out_banner,3,0.0,1535.0,2020-10-03 05:55:52,7.0,293.0,17186
1559,Thiết bị chăm sóc răng,https://tiki.vn/thiet-bi-cham-soc-rang/c1626?src=c.1520.hamburger_menu_fly_out_banner,3,0.0,1535.0,2020-10-03 05:55:52,3.0,109.0,1626
1560,Thuốc nhỏ mắt,https://tiki.vn/thuoc-nho-mat/c11841?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1553.0,2020-10-03 05:55:58,1.0,3.0,11841
1561,Bàn chải đánh răng,https://tiki.vn/ban-chai-danh-rang/c11833?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1554.0,2020-10-03 05:56:03,10.0,453.0,11833
1562,Bộ sản phẩm chăm sóc răng miệng,https://tiki.vn/bo-san-pham-cham-soc-rang-mieng/c10228?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1554.0,2020-10-03 05:56:03,2.0,88.0,10228
1563,Chỉ nha khoa,https://tiki.vn/chi-nha-khoa/c1628?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1554.0,2020-10-03 05:56:03,2.0,96.0,1628
1564,Kem đánh răng,https://tiki.vn/kem-danh-rang/c11835?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1554.0,2020-10-03 05:56:03,8.0,367.0,11835
1565,Nước súc miệng,https://tiki.vn/nuoc-suc-mieng/c1627?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1554.0,2020-10-03 05:56:03,4.0,177.0,1627
1566,Tẩy trắng răng,https://tiki.vn/tay-trang-rang/c11837?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1554.0,2020-10-03 05:56:03,1.0,31.0,11837
1567,Bộ sản phẩm cạo râu,https://tiki.vn/bo-san-pham-cao-rau/c6536?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1556.0,2020-10-03 05:56:27,1.0,26.0,6536
1568,Dao cạo râu,https://tiki.vn/dao-cao-rau/c8302?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1556.0,2020-10-03 05:56:27,5.0,208.0,8302
1569,Lưỡi dao cạo,https://tiki.vn/luoi-dao-cao/c8303?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1556.0,2020-10-03 05:56:27,1.0,25.0,8303
1570,Máy cạo râu,https://tiki.vn/may-cao-rau/c1989?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1556.0,2020-10-03 05:56:27,11.0,519.0,1989
1571,Băng vệ sinh,https://tiki.vn/bang-ve-sinh/c8300?src=c.1520.hamburger_menu_fly_out_banner,4,4.0,1557.0,2020-10-03 05:56:43,,,8300
1572,Khăn giấy ướt,https://tiki.vn/khan-giay-uot/c4408?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1557.0,2020-10-03 05:56:43,1.0,27.0,4408
1573,Khẩu trang y tế,https://tiki.vn/khau-trang-y-te/c8305?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1557.0,2020-10-03 05:56:43,10.0,483.0,8305
1574,Băng vệ sinh ban ngày,https://tiki.vn/bang-ve-sinh-ban-ngay/c11566?src=c.1520.hamburger_menu_fly_out_banner,5,0.0,1571.0,2020-10-03 05:56:47,3.0,124.0,11566
1575,Băng vệ sinh ban đêm,https://tiki.vn/bang-ve-sinh-ban-dem/c11568?src=c.1520.hamburger_menu_fly_out_banner,5,0.0,1571.0,2020-10-03 05:56:47,1.0,32.0,11568
1576,Băng vệ sinh hằng ngày,https://tiki.vn/bang-ve-sinh-hang-ngay/c11564?src=c.1520.hamburger_menu_fly_out_banner,5,0.0,1571.0,2020-10-03 05:56:47,2.0,63.0,11564
1577,Combo tiện lợi,https://tiki.vn/combo-tien-loi/c11570?src=c.1520.hamburger_menu_fly_out_banner,5,0.0,1571.0,2020-10-03 05:56:47,2.0,87.0,11570
1578,Bộ chăm sóc toàn thân,https://tiki.vn/bo-cham-soc-toan-than/c11757?src=c.1520.hamburger_menu_fly_out_banner,3,4.0,1536.0,2020-10-03 05:57:14,,,11757
1579,Chăm sóc ngực,https://tiki.vn/cham-soc-nguc/c8218?src=c.1520.hamburger_menu_fly_out_banner,3,2.0,1536.0,2020-10-03 05:57:14,,,8218
1580,Dưỡng Thể,https://tiki.vn/duong-the/c1610?src=c.1520.hamburger_menu_fly_out_banner,3,4.0,1536.0,2020-10-03 05:57:14,,,1610
1581,Kem tan mỡ,https://tiki.vn/kem-tan-mo/c11755?src=c.1520.hamburger_menu_fly_out_banner,3,0.0,1536.0,2020-10-03 05:57:14,2.0,75.0,11755
1582,Massage toàn thân,https://tiki.vn/massage-toan-than/c11733?src=c.1520.hamburger_menu_fly_out_banner,3,2.0,1536.0,2020-10-03 05:57:14,,,11733
1583,Nước rửa tay,https://tiki.vn/nuoc-rua-tay/c8308?src=c.1520.hamburger_menu_fly_out_banner,3,0.0,1536.0,2020-10-03 05:57:14,19.0,897.0,8308
1584,Sản phẩm chăm sóc cơ thể khác,https://tiki.vn/san-pham-cham-soc-co-the-khac/c8309?src=c.1520.hamburger_menu_fly_out_banner,3,0.0,1536.0,2020-10-03 05:57:14,7.0,312.0,8309
1585,Sản phẩm chống nắng,https://tiki.vn/san-pham-chong-nang/c1615?src=c.1520.hamburger_menu_fly_out_banner,3,4.0,1536.0,2020-10-03 05:57:14,,,1615
1586,"Sản phẩm dưỡng tay, chân",https://tiki.vn/san-pham-duong-tay-chan/c5900?src=c.1520.hamburger_menu_fly_out_banner,3,0.0,1536.0,2020-10-03 05:57:14,5.0,243.0,5900
1587,Sản phẩm khử mùi,https://tiki.vn/san-pham-khu-mui/c1617?src=c.1520.hamburger_menu_fly_out_banner,3,3.0,1536.0,2020-10-03 05:57:14,,,1617
1588,Sản phẩm tẩy lông,https://tiki.vn/san-pham-tay-long/c3449?src=c.1520.hamburger_menu_fly_out_banner,3,0.0,1536.0,2020-10-03 05:57:14,4.0,163.0,3449
1589,"Sữa tắm, xà bông, muối tắm",https://tiki.vn/sua-tam-xa-bong-muoi-tam/c8212?src=c.1520.hamburger_menu_fly_out_banner,3,5.0,1536.0,2020-10-03 05:57:14,,,8212
1590,Trị rạn nứt da,https://tiki.vn/tri-ran-nut-da/c11753?src=c.1520.hamburger_menu_fly_out_banner,3,0.0,1536.0,2020-10-03 05:57:14,2.0,76.0,11753
1591,"Tẩy tế bào chết, massage",https://tiki.vn/tay-te-bao-chet-massage/c1619?src=c.1520.hamburger_menu_fly_out_banner,3,2.0,1536.0,2020-10-03 05:57:14,,,1619
1592,Bộ chăm sóc toàn thân khác,https://tiki.vn/bo-cham-soc-toan-than-khac/c10220?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1578.0,2020-10-03 05:57:18,1.0,15.0,10220
1593,Bộ chăm sóc tóc và cơ thể,https://tiki.vn/bo-cham-soc-toc-va-co-the/c10225?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1578.0,2020-10-03 05:57:18,1.0,17.0,10225
1594,Bộ sản phẩm chăm sóc cơ thể,https://tiki.vn/bo-san-pham-cham-soc-co-the/c17460?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1578.0,2020-10-03 05:57:18,2.0,50.0,17460
1595,Bộ sản phẩm tiêu dùng cho nữ,https://tiki.vn/bo-san-pham-tieu-dung-cho-nu/c10218?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1578.0,2020-10-03 05:57:18,1.0,6.0,10218
1596,Kem nở và săn chắc ngực,https://tiki.vn/kem-no-va-san-chac-nguc/c11751?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1579.0,2020-10-03 05:57:34,1.0,11.0,11751
1597,Sản phẩm làm hồng nhũ hoa,https://tiki.vn/san-pham-lam-hong-nhu-hoa/c11749?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1579.0,2020-10-03 05:57:34,1.0,10.0,11749
1598,Dưỡng trắng,https://tiki.vn/duong-trang/c8217?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1580.0,2020-10-03 05:57:45,10.0,462.0,8217
1599,Dưỡng ẩm,https://tiki.vn/duong-am/c8216?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1580.0,2020-10-03 05:57:45,5.0,211.0,8216
1600,Săn chắc da,https://tiki.vn/san-chac-da/c11731?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1580.0,2020-10-03 05:57:45,1.0,29.0,11731
1601,Sữa dưỡng thể,https://tiki.vn/sua-duong-the/c4413?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1580.0,2020-10-03 05:57:45,5.0,196.0,4413
1602,Kem massage,https://tiki.vn/kem-massage/c11737?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1582.0,2020-10-03 05:58:01,1.0,28.0,11737
1603,Tinh dầu massage,https://tiki.vn/tinh-dau-massage/c11735?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1582.0,2020-10-03 05:58:01,2.0,58.0,11735
1604,Chống nắng dạng kem,https://tiki.vn/chong-nang-dang-kem/c11741?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1585.0,2020-10-03 05:58:17,3.0,113.0,11741
1605,Chống nắng dạng lotion,https://tiki.vn/chong-nang-dang-lotion/c11743?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1585.0,2020-10-03 05:58:17,1.0,9.0,11743
1606,Chống nắng dạng xịt,https://tiki.vn/chong-nang-dang-xit/c11739?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1585.0,2020-10-03 05:58:17,1.0,22.0,11739
1607,Sản phẩm chống nắng khác,https://tiki.vn/san-pham-chong-nang-khac/c17160?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1585.0,2020-10-03 05:58:17,1.0,16.0,17160
1608,Lăn khử mùi,https://tiki.vn/lan-khu-mui/c11745?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1587.0,2020-10-03 05:58:33,4.0,181.0,11745
1609,"Lăn, xịt khử mùi",https://tiki.vn/lan-xit-khu-mui/c17162?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1587.0,2020-10-03 05:58:33,5.0,234.0,17162
1610,Xịt toàn thân,https://tiki.vn/xit-toan-than/c11747?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1587.0,2020-10-03 05:58:33,3.0,102.0,11747
1611,Bông tắm,https://tiki.vn/bong-tam/c13878?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1589.0,2020-10-03 05:58:51,2.0,65.0,13878
1612,Muối tắm,https://tiki.vn/muoi-tam/c2348?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1589.0,2020-10-03 05:58:51,3.0,131.0,2348
1613,Sữa tắm,https://tiki.vn/sua-tam/c1598?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1589.0,2020-10-03 05:58:51,21.0,1003.0,1598
1614,Tinh dầu tắm,https://tiki.vn/tinh-dau-tam/c11729?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1589.0,2020-10-03 05:58:51,1.0,15.0,11729
1615,Xà bông,https://tiki.vn/xa-bong/c1602?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1589.0,2020-10-03 05:58:51,9.0,393.0,1602
1616,Massage,https://tiki.vn/massage/c8221?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1591.0,2020-10-03 05:59:11,2.0,59.0,8221
1617,Tẩy tế bào chết,https://tiki.vn/tay-te-bao-chet/c8220?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1591.0,2020-10-03 05:59:11,5.0,225.0,8220
1618,Bộ chăm sóc da mặt,https://tiki.vn/bo-cham-soc-da-mat/c11727?src=c.1520.hamburger_menu_fly_out_banner,3,0.0,1537.0,2020-10-03 05:59:19,17.0,797.0,11727
1619,Chăm sóc da chuyên sâu,https://tiki.vn/cham-soc-da-chuyen-sau/c3423?src=c.1520.hamburger_menu_fly_out_banner,3,1.0,1537.0,2020-10-03 05:59:19,,,3423
1620,"Chăm sóc da nhạy cảm, kích ứng",https://tiki.vn/cham-soc-da-nhay-cam-kich-ung/c11699?src=c.1520.hamburger_menu_fly_out_banner,3,4.0,1537.0,2020-10-03 05:59:19,,,11699
1621,Chăm sóc vùng da mắt,https://tiki.vn/cham-soc-vung-da-mat/c3424?src=c.1520.hamburger_menu_fly_out_banner,3,4.0,1537.0,2020-10-03 05:59:19,,,3424
1622,Chống lão hóa,https://tiki.vn/chong-lao-hoa/c3425?src=c.1520.hamburger_menu_fly_out_banner,3,4.0,1537.0,2020-10-03 05:59:19,,,3425
1623,Dưỡng trắng,https://tiki.vn/kem-duong-trang-da/c3420?src=c.1520.hamburger_menu_fly_out_banner,3,3.0,1537.0,2020-10-03 05:59:19,,,3420
1624,Dưỡng ẩm,https://tiki.vn/kem-duong-am-da/c3421?src=c.1520.hamburger_menu_fly_out_banner,3,4.0,1537.0,2020-10-03 05:59:19,,,3421
1625,Kem dưỡng da & Serum khác,https://tiki.vn/kem-duong-da-serum-khac/c17170?src=c.1520.hamburger_menu_fly_out_banner,3,0.0,1537.0,2020-10-03 05:59:19,13.0,615.0,17170
1626,Làm sạch da mặt,https://tiki.vn/lam-sach-da-mat/c11232?src=c.1520.hamburger_menu_fly_out_banner,3,5.0,1537.0,2020-10-03 05:59:19,,,11232
1627,Máy hút mụn,https://tiki.vn/may-hut-mun/c11689?src=c.1520.hamburger_menu_fly_out_banner,3,0.0,1537.0,2020-10-03 05:59:19,2.0,65.0,11689
1628,Mặt nạ,https://tiki.vn/mat-na-cac-loai/c1601?src=c.1520.hamburger_menu_fly_out_banner,3,8.0,1537.0,2020-10-03 05:59:19,,,1601
1629,"Nước hoa hồng, toner",https://tiki.vn/nuoc-hoa-hong-toner/c2347?src=c.1520.hamburger_menu_fly_out_banner,3,2.0,1537.0,2020-10-03 05:59:19,,,2347
1630,Sản phẩm chăm sóc da mặt khác,https://tiki.vn/san-pham-cham-soc-da-mat-khac/c17174?src=c.1520.hamburger_menu_fly_out_banner,3,0.0,1537.0,2020-10-03 05:59:19,5.0,211.0,17174
1631,Sản phẩm chống nắng và phục hồi sau khi đi nắng,https://tiki.vn/san-pham-chong-nang-va-phuc-hoi-sau-khi-di-nang/c3422?src=c.1520.hamburger_menu_fly_out_banner,3,4.0,1537.0,2020-10-03 05:59:19,,,3422
1632,Sản phẩm trị mụn,https://tiki.vn/san-pham-tri-mun/c3426?src=c.1520.hamburger_menu_fly_out_banner,3,6.0,1537.0,2020-10-03 05:59:19,,,3426
1633,Xịt khoáng,https://tiki.vn/xit-khoang/c5872?src=c.1520.hamburger_menu_fly_out_banner,3,0.0,1537.0,2020-10-03 05:59:19,7.0,293.0,5872
1634,Trị sẹo sau mụn,https://tiki.vn/tri-seo-sau-mun/c11725?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1619.0,2020-10-03 05:59:25,1.0,35.0,11725
1635,Kem dưỡng,https://tiki.vn/kem-duong/c11705?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1620.0,2020-10-03 05:59:31,2.0,77.0,11705
1636,Sản phẩm làm giảm kích ứng,https://tiki.vn/san-pham-lam-giam-kich-ung/c11707?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1620.0,2020-10-03 05:59:31,1.0,16.0,11707
1637,Sữa dưỡng,https://tiki.vn/sua-duong/c11701?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1620.0,2020-10-03 05:59:31,1.0,9.0,11701
1638,Tinh chất,https://tiki.vn/tinh-chat/c11703?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1620.0,2020-10-03 05:59:31,2.0,75.0,11703
1639,Ngăn ngừa và giảm bọng mắt,https://tiki.vn/ngan-ngua-va-giam-bong-mat/c11717?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1621.0,2020-10-03 05:59:46,1.0,33.0,11717
1640,Ngăn ngừa và giảm nếp nhăn,https://tiki.vn/ngan-ngua-va-giam-nep-nhan/c11721?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1621.0,2020-10-03 05:59:46,5.0,198.0,11721
1641,Ngăn ngừa và giảm thâm quầng,https://tiki.vn/ngan-ngua-va-giam-tham-quang/c11719?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1621.0,2020-10-03 05:59:46,3.0,132.0,11719
1642,"Trị nám, tàn nhang, đốm nâu",https://tiki.vn/tri-nam-tan-nhang-dom-nau/c11723?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1621.0,2020-10-03 05:59:46,2.0,49.0,11723
1643,Kem ngăn ngừa lão hóa,https://tiki.vn/kem-ngan-ngua-lao-hoa/c11675?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1622.0,2020-10-03 05:59:58,10.0,473.0,11675
1644,Kem trị vết nhăn,https://tiki.vn/kem-tri-vet-nhan/c11677?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1622.0,2020-10-03 05:59:58,1.0,26.0,11677
1645,Sữa dưỡng chống lão hóa,https://tiki.vn/sua-duong-chong-lao-hoa/c11671?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1622.0,2020-10-03 05:59:58,1.0,32.0,11671
1646,Tinh chất chống lão hóa,https://tiki.vn/tinh-chat-chong-lao-hoa/c11673?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1622.0,2020-10-03 05:59:58,11.0,508.0,11673
1647,Kem dưỡng trắng,https://tiki.vn/kem-duong-trang/c11669?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1623.0,2020-10-03 06:00:10,18.0,859.0,11669
1648,Sữa dưỡng trắng,https://tiki.vn/sua-duong-trang/c11665?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1623.0,2020-10-03 06:00:10,2.0,54.0,11665
1649,Tinh chất dưỡng trắng,https://tiki.vn/tinh-chat-duong-trang/c11667?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1623.0,2020-10-03 06:00:10,11.0,483.0,11667
1650,Gel dưỡng ẩm,https://tiki.vn/gel-duong-am/c11693?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1624.0,2020-10-03 06:00:22,3.0,118.0,11693
1651,Kem dưỡng ẩm,https://tiki.vn/kem-duong-am/c11697?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1624.0,2020-10-03 06:00:22,14.0,628.0,11697
1652,Sữa dưỡng ẩm,https://tiki.vn/sua-duong-am/c11691?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1624.0,2020-10-03 06:00:22,3.0,110.0,11691
1653,Tinh chất dưỡng ẩm,https://tiki.vn/tinh-chat-duong-am/c11695?src=c.1520.hamburger_menu_fly_out_banner,4,0.0,1624.0,2020-10-03 06:00:22,6.0,273.0,11695
